Toan,Van,Ly,Hoa,Sinh,Su,Dia,GDCD,Anh,KHTN,KHXH,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1
3.8,7.25,,,,3.25,5.25,8.25,3.0,,5.58,,,15.75,,
5.0,4.75,3.5,3.0,4.25,,,,3.4,3.58,,11.5,12.25,,,11.9
5.4,4.0,2.75,4.5,2.75,,,,2.8,3.33,,12.65,12.65,,,10.95
5.8,3.0,6.0,4.75,4.0,,,,2.6,4.92,,16.55,14.55,,,14.4
6.6,4.0,5.5,3.0,3.75,,,,3.4,4.08,,15.1,13.35,,14.0,15.5
5.4,3.75,3.5,4.25,3.75,,,,2.4,3.83,,13.15,13.4,,,11.3
4.0,4.0,2.5,3.0,3.5,,,,3.6,3.0,,9.5,10.5,,,10.1
2.6,4.5,,,,3.5,5.75,6.75,2.4,,5.33,,,13.75,,
3.8,4.75,,,,3.5,5.5,8.0,2.8,,5.67,,,13.75,,
4.6,2.5,,,,3.25,3.75,5.5,2.4,,4.17,,,9.5,,
3.8,5.0,,,,3.0,6.0,8.75,3.0,,5.92,,,14.0,,
3.6,6.0,,,,3.5,5.25,7.25,2.6,,5.33,,,14.75,,
5.0,8.0,,,,5.0,7.25,6.25,3.2,,6.17,,,20.25,,
5.2,3.5,6.25,5.25,4.5,,,,4.2,5.33,,16.7,14.95,,,15.65
3.2,5.0,,,,4.75,3.75,7.5,2.4,,5.33,,,13.5,,
3.4,5.25,,,,4.0,5.25,6.0,3.6,,5.08,,,14.5,,
4.0,4.75,,,,4.75,7.25,7.5,2.0,,6.5,,,16.75,,
4.0,6.0,,,,3.75,5.25,7.25,2.2,,5.42,,,15.0,,
3.4,6.0,,,,3.5,5.25,5.0,3.2,,4.58,,,14.75,,
3.6,4.5,,,,3.25,3.5,6.0,3.8,,4.25,,,11.25,,
5.8,6.5,,,,5.0,6.75,7.25,4.0,,6.33,,,18.25,,
5.2,5.0,,,,5.0,6.25,6.25,2.2,,5.83,,,16.25,,
5.2,5.75,,,,5.25,5.25,7.5,2.4,,6.0,,,16.25,,
3.4,3.25,,,,2.75,4.0,6.0,4.0,,4.25,,,10.0,,
3.8,4.75,,,,4.5,3.75,6.5,4.8,,4.92,,,13.0,,
4.0,4.0,,,,4.25,4.75,7.0,5.2,,5.33,,,13.0,,
4.8,5.25,,,,4.5,4.0,6.75,4.6,,5.08,,,13.75,,
5.0,6.0,,,,6.0,6.25,8.5,3.8,,6.92,,,18.25,,
2.6,3.75,,,,3.75,6.0,8.75,3.6,,6.17,,,13.5,,
3.0,5.75,,,,3.5,5.75,7.75,3.0,,5.67,,,15.0,,
4.8,3.5,,,,3.25,5.0,6.5,3.2,,4.92,,,11.75,,
4.0,6.0,,,,2.75,4.5,,,,,,,13.25,,
3.8,8.0,,,,3.0,,,,,,,,,,
2.4,3.75,,,,2.75,,,,,,,,,,
5.2,4.75,,,,3.75,,,,,,,,,,
8.8,6.25,8.75,,,6.75,,,8.8,,,,,,,26.35
5.4,6.0,,,,6.0,,,,,,,,,,
4.6,0.5,,,,5.5,4.5,,,,,,,10.5,,
