Toan,Van,Ly,Hoa,Sinh,Su,Dia,GDCD,Anh,KHTN,KHXH,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1
6.0,8.5,7.25,6.0,5.5,,,,4.8,6.25,,19.25,17.5,,,18.05
5.2,7.25,4.75,5.25,6.0,,,,4.4,5.33,,15.2,16.45,,,14.35
3.4,7.75,,,,4.0,5.5,7.75,3.0,,5.75,,,17.25,,
6.2,8.5,5.25,6.25,7.25,,,,5.0,6.25,,17.7,19.7,,,16.45
7.2,6.0,6.0,6.75,8.5,,,,5.4,7.08,,19.95,22.45,,,18.6
4.8,6.5,4.75,5.0,4.25,,,,2.4,4.67,,14.55,14.05,,,11.95
5.4,8.25,4.75,5.0,7.25,,,,5.2,5.67,,15.15,17.65,,,15.35
4.0,6.5,4.0,5.0,5.75,,,,4.0,4.92,,13.0,14.75,,,12.0
5.6,7.25,5.25,5.5,5.0,,,,3.6,5.25,,16.35,16.1,,,14.45
4.6,8.42,3.75,5.25,6.0,,,,3.8,5.0,,13.6,15.85,,,12.15
4.4,8.25,2.75,3.75,4.0,,,,3.2,3.5,,10.9,12.15,,,10.35
2.8,7.5,2.0,3.75,2.75,,,,3.4,2.83,,8.55,9.3,,,8.2
5.2,6.75,3.5,3.25,3.0,,,,3.4,3.25,,11.95,11.45,,,12.1
5.0,6.5,,,,4.25,6.5,8.0,4.0,,6.25,,,17.25,,
3.8,6.25,2.5,2.5,3.75,4.0,4.5,6.25,2.8,2.92,4.92,8.8,10.05,14.75,,9.1
3.8,5.0,2.5,2.75,3.25,,,,4.0,2.83,,9.05,9.8,,,10.3
2.6,5.25,3.25,3.75,3.75,1.25,3.75,6.0,2.6,3.58,3.67,9.6,10.1,10.25,,8.45
4.0,8.75,4.0,4.5,4.5,,,,2.6,4.33,,12.5,13.0,,,10.6
4.2,7.25,,,,4.0,5.5,7.75,3.4,,5.75,,,16.75,,
4.0,5.5,2.75,3.5,3.75,2.75,3.75,6.5,2.8,3.33,4.33,10.25,11.25,12.0,,9.55
4.8,5.5,2.5,3.75,3.75,,,,1.6,3.33,,11.05,12.3,,,8.9
4.6,6.75,2.75,4.0,4.75,3.5,5.5,8.25,2.2,3.83,5.75,11.35,13.35,15.75,,9.55
4.8,6.0,4.25,3.25,4.25,3.0,4.0,7.5,3.2,3.92,4.83,12.3,12.3,13.0,14.0,12.25
4.6,5.0,3.25,2.5,4.5,3.0,3.75,7.25,4.2,3.42,4.67,10.35,11.6,11.75,,12.05
3.2,5.75,,,,3.5,3.0,6.75,3.6,,4.42,,,12.25,,
4.2,6.75,3.5,5.5,4.25,,,,2.6,4.42,,13.2,13.95,,,10.3
4.6,5.33,3.25,4.25,5.0,,,,3.4,4.17,,12.1,13.85,,,11.25
5.6,5.25,5.0,4.5,5.25,4.25,5.0,6.25,4.8,4.92,5.17,15.1,15.35,14.5,,15.4
5.8,7.0,6.0,5.25,5.75,,,,3.0,5.67,,17.05,16.8,,,14.8
4.8,7.25,4.75,6.25,4.75,,,,4.8,5.25,,15.8,15.8,,,14.35
3.2,6.5,,,,3.5,3.75,7.25,2.0,,4.83,,,13.75,,
4.4,6.5,,,,3.25,5.5,8.0,2.6,,5.58,,,15.25,,
4.8,7.0,5.75,4.25,4.5,,,,2.4,4.83,,14.8,13.55,,,12.95
5.0,5.25,2.75,4.25,4.25,,,,3.0,3.75,,12.0,13.5,,,10.75
4.6,8.0,,,,5.0,6.75,8.25,4.0,,6.67,,,19.75,,
2.2,7.5,,,,3.0,5.5,5.5,2.0,,4.67,,,16.0,,
5.6,8.25,,,,4.75,7.25,9.0,6.6,,7.0,,,20.25,,
4.4,6.25,,,,2.25,3.5,7.75,3.6,,4.5,,,12.0,,
4.2,7.0,,,,2.5,7.75,8.75,4.2,,6.33,,,17.25,,
2.8,7.5,,,,3.25,6.25,7.25,3.8,,5.58,,,17.0,,
2.4,7.0,,,,2.5,6.25,6.75,3.0,,5.17,,,15.75,,
5.0,8.5,5.75,4.75,5.75,,,,5.4,5.42,,15.5,15.5,,,16.15
6.0,8.75,4.5,5.25,5.25,,,,5.8,5.0,,15.75,16.5,,,16.3
4.6,6.0,7.0,4.0,5.75,,,,3.2,5.58,,15.6,14.35,,,14.8
2.6,6.0,,,,3.5,6.25,7.25,4.0,,5.67,,,15.75,,
5.6,8.0,4.25,4.5,6.5,,,,2.8,5.08,,14.35,16.6,,,12.65
6.2,5.75,4.25,3.25,4.5,,,,4.0,4.0,,13.7,13.95,,,14.45
4.2,6.58,5.25,5.0,5.5,,,,4.6,5.25,,14.45,14.7,,,14.05
5.2,7.5,4.25,4.5,5.25,,,,1.8,4.67,,13.95,14.95,,,11.25
5.6,7.25,5.0,7.0,7.0,,,,4.4,6.33,,17.6,19.6,,,15.0
5.6,7.5,,,,7.0,8.0,8.75,5.4,,7.92,,,22.5,,
5.4,6.58,,,,3.5,6.5,7.5,4.0,,5.83,,,16.58,,
4.6,8.17,,,,5.0,7.75,8.0,4.8,,6.92,,,20.92,,
5.6,7.5,4.25,4.75,3.25,,,,7.6,4.08,,14.6,13.6,,,17.45
5.2,5.0,,,,2.5,5.75,5.75,3.4,,4.67,,,13.25,,
5.4,7.0,4.5,4.75,3.75,,,,4.0,4.33,,14.65,13.9,,,13.9
4.4,4.75,,,,3.25,3.75,5.25,2.6,,4.08,,,11.75,,
4.6,5.92,,,,3.75,5.25,6.25,3.2,,5.08,,,14.92,,
4.2,8.75,,,,4.5,7.0,7.0,2.6,,6.17,,,20.25,,
5.0,9.0,,,,5.0,7.5,6.5,2.2,,6.33,,,21.5,,
4.0,9.25,,,,2.5,4.25,7.0,2.2,,4.58,,,16.0,,
3.4,6.5,,,,4.5,5.0,6.75,2.0,,5.42,,,16.0,,
4.4,6.25,2.25,4.5,3.0,2.75,4.5,7.5,2.2,3.25,4.92,11.15,11.9,13.5,,8.85
3.4,5.5,2.5,4.0,4.5,2.5,4.0,7.25,1.8,3.67,4.58,9.9,11.9,12.0,,7.7
2.8,3.5,2.75,2.0,4.0,,,,2.6,2.92,,7.55,8.8,,,8.15
4.6,7.0,1.75,3.25,4.5,,,,3.0,3.17,,9.6,12.35,,,9.35
4.2,5.25,,,,2.25,3.25,6.0,2.2,,3.83,,,10.75,,
2.8,4.5,,,,2.25,4.5,7.25,2.4,,4.67,,,11.25,,
5.8,7.0,5.75,4.75,5.0,,,,3.2,5.17,,16.3,15.55,,16.0,14.75
4.6,7.5,5.0,4.75,4.0,,,,4.2,4.58,,14.35,13.35,,,13.8
5.0,6.75,3.0,4.0,2.5,,,,4.0,3.17,,12.0,11.5,,,12.0
5.2,8.75,5.25,5.5,6.0,,,,4.4,5.58,,15.95,16.7,,,14.85
6.2,7.25,4.75,4.25,5.0,,,,3.8,4.67,,15.2,15.45,,,14.75
5.2,6.0,4.75,3.0,4.5,,,,2.8,4.08,,12.95,12.7,,14.0,12.75
4.4,7.0,4.75,2.5,4.75,,,,4.0,4.0,,11.65,11.65,,,13.15
6.8,9.0,6.5,5.25,5.25,,,,4.6,5.67,,18.55,17.3,,,17.9
3.2,6.75,3.25,4.25,3.25,,,,3.4,3.58,,10.7,10.7,,,9.85
5.0,7.5,4.25,6.5,6.0,,,,4.6,5.58,,15.75,17.5,,,13.85
2.6,8.0,,,,3.75,6.0,8.25,2.6,,6.0,,,17.75,,
5.8,8.75,7.0,6.5,6.75,,,,4.2,6.75,,19.3,19.05,,,17.0
6.2,4.0,4.5,5.0,4.25,,,,1.6,4.58,,15.7,15.45,,,12.3
4.6,5.0,1.5,4.0,2.5,,,,3.6,2.67,,10.1,11.1,,,9.7
3.6,7.09,,,,3.5,6.25,8.25,2.8,,6.0,,,16.84,,
6.6,7.0,5.5,6.75,7.5,,,,4.2,6.58,,18.85,20.85,,,16.3
7.0,6.92,4.75,7.0,5.75,,,,2.6,5.83,,18.75,19.75,,,14.35
6.2,4.75,6.0,6.25,5.5,,,,3.4,5.92,,18.45,17.95,,,15.6
5.4,8.0,4.0,4.75,4.25,,,,4.0,4.33,,14.15,14.4,,,13.4
5.2,7.0,4.0,4.75,3.75,,,,4.6,4.17,,13.95,13.7,,,13.8
6.0,6.25,4.75,6.0,6.5,,,,2.8,5.75,,16.75,18.5,,,13.55
2.0,4.25,,,,3.5,5.75,7.25,3.2,,5.5,,,13.5,,
5.4,8.25,4.0,6.0,4.0,,,,3.6,4.67,,15.4,15.4,,,13.0
5.0,6.25,4.5,4.75,4.25,,,,3.2,4.5,,14.25,14.0,,,12.7
6.4,7.67,4.0,6.5,4.75,,,,3.6,5.08,,16.9,17.65,,,14.0
5.2,8.25,5.25,6.0,4.75,,,,3.6,5.33,,16.45,15.95,,,14.05
3.6,5.25,4.0,4.0,3.75,,,,3.2,3.92,,11.6,11.35,,,10.8
3.6,8.5,,,,3.25,5.0,4.25,3.6,,4.17,,,16.75,,
3.4,4.0,,,,2.25,5.75,7.0,2.2,,5.0,,,12.0,,
4.8,7.25,,,,4.5,6.5,7.75,3.8,,6.25,,,18.25,,
5.8,8.25,,,,6.5,7.25,7.5,7.4,,7.08,,,22.0,,
4.2,7.5,,,,4.75,5.5,7.75,2.4,,6.0,,,17.75,,
5.2,6.25,,,,2.75,4.25,7.5,1.8,,4.83,,,13.25,,
2.8,6.75,,,,6.75,6.5,6.25,3.6,,6.5,,,20.0,,
6.0,8.0,,,,5.5,7.75,6.25,2.6,,6.5,,,21.25,,
3.8,6.5,,,,4.75,6.5,8.0,4.0,,6.42,,,17.75,,
5.2,8.0,,,,5.0,7.75,7.25,5.2,,6.67,,,20.75,,
4.2,6.5,,,,3.5,5.25,7.75,3.0,,5.5,,,15.25,,
2.4,5.75,,,,5.0,7.0,6.75,2.2,,6.25,,,17.75,,
5.0,7.5,,,,3.75,5.75,7.25,3.2,,5.58,,,17.0,,
3.8,8.75,,,,4.0,5.5,8.25,4.8,,5.92,,,18.25,,
5.0,7.75,,,,4.5,4.0,6.5,2.6,,5.0,,,16.25,,
3.0,5.75,,,,4.25,6.75,7.75,2.8,,6.25,,,16.75,,
3.4,7.5,,,,4.5,6.0,7.0,2.6,,5.83,,,18.0,,
4.2,8.0,3.75,3.25,3.25,,,,3.6,3.42,,11.2,10.7,,,11.55
4.4,7.0,4.5,5.25,5.0,,,,3.2,4.92,,14.15,14.65,,,12.1
5.2,6.5,3.75,4.0,3.75,,,,6.8,3.83,,12.95,12.95,,,15.75
6.2,7.67,6.0,5.5,3.5,,,,4.0,5.0,,17.7,15.2,,,16.2
5.4,7.75,4.5,4.75,5.25,,,,3.0,4.83,,14.65,15.4,,,12.9
6.4,6.0,4.75,4.25,4.75,,,,2.8,4.58,,15.4,15.4,,,13.95
5.4,8.5,5.75,5.5,4.5,,,,3.2,5.25,,16.65,15.4,,,14.35
4.0,6.75,4.0,3.5,4.0,,,,2.2,3.83,,11.5,11.5,,,10.2
